id,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
4787924,2015-02-14,2023-02-11,4.92,4.95,4.95,4.94,4.92,4.8,4.88,1.57
4849995,2015-10-24,2020-10-14,5,5,5,5,5,5,5,0.18
4856515,2015-05-04,2023-02-06,4.57,4.73,4.31,4.6,4.64,4.69,4.56,0.58
4888430,2015-03-12,2023-03-06,4.93,4.97,4.97,4.99,4.99,4.84,4.94,4.83
4924996,2015-05-17,2019-09-29,4.73,5,4.5,4.93,5,4.93,4.67,0.16
4942126,2015-06-21,2023-02-11,4.94,4.92,4.92,4.96,4.93,4.94,4.93,1.33
4995055,2017-05-06,2023-02-03,4.86,4.84,4.86,4.92,4.94,4.88,4.8,0.72
5005722,2015-03-30,2022-10-23,4.89,5,4.92,4.96,4.93,4.93,4.79,1.33
5007196,2015-06-03,2023-03-10,4.54,4.7,4.37,4.66,4.7,4.83,4.55,2.9
5040320,2015-03-01,2022-11-30,4.95,4.96,4.85,4.97,4.98,4.98,4.87,1.09
5089343,2016-06-19,2018-08-27,4.97,5,4.99,4.93,4.96,4.99,4.97,0.89
5154272,2015-08-29,2022-10-09,4.93,5,4.91,5,5,5,4.83,0.15
5240570,2015-03-02,2022-09-30,4.72,4.79,4.67,4.79,4.88,4.93,4.76,0.77
5261845,2017-06-16,2020-02-26,5,5,5,5,5,5,4.88,0.11
5278749,2015-04-01,2019-09-02,4.91,4.97,4.75,4.97,4.96,4.89,4.81,0.95
5315811,2015-07-05,2020-08-31,4.5,4.83,5,4.83,5,4.5,4.67,0.06
5347437,2015-04-11,2023-02-03,4.4,4.56,4.46,4.4,4.59,4.69,4.35,2.62
5391067,2015-05-26,2019-11-17,4.66,4.88,4.78,4.8,4.94,4.18,4.78,0.53
5415806,2015-03-31,2023-02-26,4,4.2,4.4,4.6,4.4,4.2,4,0.05
5423637,2015-03-09,2022-05-28,4.89,4.89,4.83,4.97,4.94,4.92,4.79,0.72
5439203,2015-03-02,2023-01-21,4.91,4.88,4.88,4.99,4.98,4.91,4.83,1.66
5459210,2016-07-31,2019-08-17,4.6,4.6,4.5,4.9,4.8,4.4,4.7,0.12
5471844,2015-03-22,2023-03-05,4.92,4.97,4.98,4.97,4.95,4.81,4.92,8.88
5480529,2015-07-07,2022-11-30,4.97,4.97,4.95,4.95,5,5,4.73,0.4
5482135,2015-03-22,2023-03-05,4.67,4.8,4.7,4.83,4.82,4.64,4.76,2.7
5490474,2017-05-25,2023-01-07,4.76,4.9,4.85,4.99,4.9,4.94,4.84,1.25
5571829,2015-08-29,2023-01-03,5,4.97,4.97,4.97,5,4.97,4.81,0.35
5602997,2015-03-29,2023-02-20,4.95,5,4.98,4.98,4.96,4.9,4.89,2.68
5631903,2015-04-16,2023-02-24,4.83,4.92,4.84,4.93,4.94,4.92,4.84,2.11
5638429,2015-05-05,2017-10-30,4.87,4.93,4.87,4.93,5,5,4.88,0.64
5642121,2015-07-02,2023-03-04,4.83,4.87,4.94,4.96,4.94,4.78,4.73,3.84
5649604,2015-04-23,2022-03-06,4.83,4.93,4.88,4.98,4.95,4.85,4.87,0.88
5670706,2015-04-01,2017-12-23,4.93,4.96,4.93,4.96,5,5,4.86,0.29
5747556,2015-05-10,2023-03-03,4.72,4.77,4.82,4.62,4.41,4.79,4.65,1.03
5759976,2015-04-29,2018-09-23,4.87,5,4.92,4.84,4.92,4.63,4.87,0.41
5761885,2015-08-01,2015-08-01,5,5,5,5,5,5,5,0.01
5795871,2017-07-01,2023-01-31,5,4.88,4.88,5,5,5,4.5,0.12
5814747,2017-07-05,2023-03-10,4.91,4.91,4.91,4.94,4.93,4.82,4.78,4.3
5857194,2015-05-05,2022-10-01,4.74,4.87,4.76,4.77,4.9,4.58,4.74,5.13
5877217,2015-05-02,2022-10-19,4.88,4.96,4.84,4.8,4.92,4.88,4.6,0.28
5881530,2015-08-04,2023-02-20,4.93,4.96,4.98,4.97,4.97,4.91,4.93,3.86
5919984,2022-05-01,2022-05-01,5,5,5,5,5,5,5,0.09
5961772,,,,,,,,,,
6018284,2015-07-07,2020-03-15,4.68,4.83,4.83,4.94,5,4.83,4.67,0.21
6032973,2015-06-18,2022-08-12,5,4.94,5,5,4.91,5,4.74,0.38
6045404,2015-08-03,2021-10-13,4.93,4.93,4.78,4.96,5,4.81,4.69,0.3
6134895,2016-07-22,2022-08-14,4.82,4.89,4.85,4.95,4.89,4.86,4.73,2.11
6166558,2015-05-19,2016-03-23,4.6,5,4.2,4.8,4.8,5,4.6,0.06
6226872,2015-05-24,2022-08-29,4.73,4.86,4.8,4.95,4.92,4.7,4.7,0.69
6239107,2015-06-10,2015-09-07,4.64,4.67,4.58,4.92,4.62,4.85,4.38,0.15
6270968,2015-11-11,2018-09-04,4.84,4.84,4.95,4.83,4.81,4.97,4.67,0.41
6324453,2015-05-29,2022-12-31,4.86,4.91,4.89,4.98,5,4.78,4.61,0.7
6347338,2015-05-27,2023-02-01,4.9,4.99,4.99,5,4.93,4.9,4.91,0.87
6364673,2015-06-17,2017-09-17,4.72,4.75,4.86,4.89,4.96,4.96,4.54,0.31
6365193,2015-12-27,2018-08-06,4.8,4.8,4.8,4.75,4.8,4.75,4.5,0.06
6407591,2016-02-16,2021-09-02,4.5,4.75,4.38,4.75,4.88,4.75,4.5,0.1
6416204,2015-07-08,2020-03-17,4.94,4.97,4.91,4.99,4.99,4.96,4.91,1.84
6416686,2015-06-18,2022-05-31,4.36,4.64,4.5,4.14,4.29,4.71,4.14,0.15
6421331,2015-07-07,2022-07-22,4.95,4.98,4.93,4.93,4.97,4.79,4.82,0.65
6425616,2015-05-26,2023-02-12,4.87,4.95,4.85,4.83,4.93,4.79,4.71,2.88
6452450,2015-06-18,2016-09-04,4.75,4.75,5,5,4.75,5,4.75,0.04
6468462,2016-01-01,2023-03-13,4.92,4.83,4.58,5,5,5,4.58,0.14
6493890,2015-06-09,2018-05-20,4.81,4.93,4.93,4.93,4.86,4.58,4.84,0.45
6494884,2015-05-25,2022-08-15,4.95,4.97,4.91,4.98,5,4.93,4.95,0.62
6602481,2016-09-09,2022-11-30,4.66,4.84,4.57,4.8,4.76,4.88,4.64,1.12
6611269,2015-06-23,2022-12-31,4.83,4.77,4.87,4.93,4.88,4.63,4.76,0.64
6643391,2015-07-21,2017-04-21,4.58,4.74,4.65,4.57,4.87,5,4.78,0.26
6645469,2015-07-12,2023-03-05,4.95,4.99,4.98,4.97,4.99,4.94,4.89,3.32
6660457,2016-03-17,2023-01-31,4.84,4.83,4.86,4.91,4.92,4.96,4.8,2.98
6692629,2019-08-16,2023-02-01,5,4.93,4.9,4.98,4.98,5,4.93,0.96
6732143,2015-06-18,2023-02-28,4.86,4.87,4.91,4.95,4.96,4.86,4.78,2.54
6765180,2021-08-28,2021-08-28,4,3,3,4,5,4,4,0.05
6808688,2015-06-15,2023-01-31,4.79,4.82,4.87,4.85,4.91,4.95,4.74,3.63
6812180,2015-07-03,2023-02-28,4.91,4.97,4.96,4.97,4.98,4.73,4.83,3.17
6836507,2015-06-25,2015-06-25,0,,,,,,,0.02
6854409,2015-06-28,2021-10-17,4.83,4.93,4.9,4.9,4.9,4.76,4.9,0.31
6863617,2015-06-19,2022-10-31,4.9,4.93,4.93,4.96,4.97,4.73,4.81,1.34
6867548,2015-07-14,2022-10-09,4.9,4.83,4.9,4.91,4.93,4.8,4.79,1.12
6871805,2016-02-16,2020-01-31,4.85,4.94,4.97,4.92,4.93,4.86,4.82,1.54
6897283,2015-06-29,2019-07-28,4.94,4.89,4.94,4.89,5,4.94,4.65,0.19
6912562,2015-07-10,2022-09-26,4.64,4.73,4.56,4.88,4.92,4.91,4.61,0.82
6927400,2015-08-27,2019-08-20,4.57,4.57,4.43,5,5,5,4.29,0.11
6939529,2015-06-26,2022-08-29,4.75,4.81,4.83,4.91,4.83,4.72,4.69,1.48
6975013,2015-07-07,2022-11-01,4.8,4.84,4.73,4.86,4.95,4.95,4.74,0.51
6977279,2015-08-04,2023-01-02,4.76,4.84,4.8,4.92,4.84,4.84,4.84,0.27
6993905,2015-06-29,2023-03-12,4.9,4.95,4.92,4.89,4.92,4.94,4.83,4.07
7022315,2015-07-20,2019-07-07,4.76,5,4.86,5,5,4.86,4.71,0.23
7025378,2015-07-12,2022-09-25,4.97,4.96,4.94,4.99,4.99,4.89,4.94,1.52
7027063,2016-08-09,2016-09-15,5,5,4.92,5,5,4.92,4.92,0.15
7032078,2015-07-14,2021-08-30,4.86,4.94,4.92,4.9,4.91,4.8,4.82,0.94
7034128,2015-07-07,2023-01-20,4.87,4.98,4.95,4.9,4.95,4.67,4.8,0.66
7054627,2015-07-06,2023-02-28,4.87,4.95,4.92,4.92,4.84,4.68,4.82,0.81
7071924,2015-07-28,2023-02-26,4.35,4.51,4.51,4.52,4.67,4.83,4.28,4.12
7091335,2015-07-05,2018-12-30,4.5,4.83,4.67,4.7,4.7,4.65,4.87,0.28
7112627,2017-07-14,2022-08-15,5,5,5,5,4.89,5,4.78,0.13
7146259,2015-07-08,2023-01-02,4.44,4.53,4.47,4.78,4.79,4.59,4.52,3.1
7148892,2022-05-08,2023-02-26,4.91,5,4.91,5,5,4.95,4.91,2.12
7162553,2015-07-19,2022-08-21,4.32,4.46,3.5,4.89,4.71,4.64,4.25,0.3
7163201,2017-07-03,2023-03-12,4.85,4.92,4.77,4.96,4.97,4.9,4.71,1.48
7206626,2015-12-13,2023-02-16,4.76,4.97,4.69,4.97,4.86,4.9,4.59,0.33
7327653,2015-07-22,2017-01-01,5,5,5,5,5,5,5,0.05
7365327,2016-06-12,2022-10-23,4.86,4.75,4.77,4.88,4.84,4.95,4.61,0.69
7432239,2015-10-07,2023-01-22,4.97,4.97,4.97,5,5,4.98,4.9,0.65
7438069,2019-03-10,2023-03-05,4.84,4.91,4.82,4.95,4.9,4.98,4.8,2.93
7478857,2015-07-26,2023-01-15,4.8,4.88,4.89,4.97,4.95,4.75,4.77,2.42
7518690,2016-06-28,2020-01-05,4.87,4.97,4.71,4.92,4.95,4.95,4.82,0.76
7548858,2015-08-03,2022-10-20,4.89,4.97,4.9,4.94,4.93,4.83,4.63,1.6
7574951,2015-08-03,2022-08-31,4.93,4.98,4.95,5,4.99,4.9,4.91,1.12
7579741,,,,,,,,,,
7639521,2015-08-27,2023-02-20,4.94,4.96,4.96,4.93,4.97,4.75,4.79,7.74
7674840,2015-09-05,2019-08-30,4.6,4.87,4.6,4.8,4.73,4.93,4.8,0.17
7679929,2015-08-11,2022-09-07,4.83,4.88,4.95,4.95,4.91,4.92,4.83,1.2
7696149,2017-07-03,2020-03-24,4.88,4.81,4.88,4.87,4.75,4.6,4.87,0.23
7701543,2015-08-14,2020-02-18,4.78,4.79,4.76,4.95,4.95,4.93,4.55,2.11
7716459,2018-05-21,2018-10-07,4.86,4.86,4.86,5,5,5,5,0.12
7741348,2015-08-17,2023-01-22,4.85,4.92,4.8,4.93,4.9,4.92,4.86,4.45
7747325,,,,,,,,,,
7749728,2015-08-27,2016-02-14,5,5,5,5,5,5,4.5,0.02
7787115,2015-08-26,2019-08-31,4.86,4.86,4.57,4.86,4.43,4.86,4.57,0.08
7788230,2015-10-31,2022-11-30,4.68,4.75,4.83,4.92,4.8,4.84,4.69,0.59
7804061,2015-08-28,2023-03-06,4.87,4.91,4.98,4.99,4.98,4.17,4.74,2.04
7812180,2018-02-14,2023-02-20,4.59,4.76,4.64,4.49,4.86,4.83,4.43,1.13
7819691,2015-08-17,2023-03-07,4.84,4.93,4.62,4.8,4.8,4.9,4.72,0.79
7822189,2015-10-02,2023-02-26,4.82,4.91,4.65,4.93,4.98,4.64,4.84,0.63
7822875,2015-09-12,2022-08-14,4.77,4.81,4.48,4.93,4.9,4.53,4.77,0.34
7827146,2016-08-04,2021-08-19,5,4.95,4.79,5,5,4.89,4.89,0.24
7827790,2017-03-12,2017-11-13,5,5,5,5,5,5,5,0.07
7838721,2016-02-15,2023-02-03,4.67,4.8,4.73,4.92,4.89,4.4,4.45,1.52
7858563,2015-10-05,2022-12-01,4.64,4.84,4.73,4.89,4.83,4.81,4.67,0.71
7858932,2016-02-20,2023-02-12,4.83,4.93,4.91,4.96,4.89,4.84,4.77,0.67
7860202,2015-10-05,2022-11-30,4.61,4.8,4.75,4.82,4.92,4.8,4.62,0.56
7860338,2015-10-07,2022-09-11,4.75,4.94,4.92,4.94,4.81,4.77,4.77,0.4
7860380,2015-11-09,2022-07-30,4.82,4.87,4.76,4.95,4.98,4.86,4.82,1.13
7875222,2015-08-20,2023-02-21,4.74,4.85,4.81,4.83,4.88,4.83,4.64,2.31
7917307,,,,,,,,,,
7917938,2018-08-31,2019-08-18,5,5,5,4.67,5,5,4.33,0.05
7921570,2015-09-27,2023-01-23,4.65,4.76,4.82,4.67,4.78,4.96,4.59,0.59
7931005,2016-01-03,2018-08-16,4.73,4.93,4.73,4.93,4.87,4.8,4.67,0.22
7934230,2015-08-23,2022-10-31,4.54,4.69,4.62,4.92,4.85,4.5,4.08,0.14
7936342,2015-11-25,2022-09-20,4.93,4.93,4.87,5,4.97,4.77,4.97,0.34
7972205,2015-08-30,2023-03-01,4.95,4.95,4.93,4.95,4.98,4.71,4.85,0.6
7986252,2015-09-06,2018-09-11,5,5,5,4.86,4.86,5,4.71,0.1
7989551,2016-01-07,2022-10-21,4.97,4.94,4.87,5,5,4.97,4.74,0.35
7997635,2015-08-27,2023-01-01,4.64,4.85,4.74,4.91,4.93,4.71,4.69,1.98
8014842,2015-08-30,2019-09-19,4.83,4.97,4.97,4.97,4.96,4.74,4.84,1.32
8017360,,,,,,,,,,
8047959,2015-09-07,2022-10-23,4.88,4.85,4.66,4.93,4.95,4.74,4.74,1.21
8107160,2015-12-30,2022-07-09,4.5,4.4,3,5,4.83,5,4.33,0.07
8118622,2015-10-05,2020-08-06,4.26,4.63,4.58,4.42,4.63,4.79,4.32,0.23
8171107,2016-06-12,2023-02-02,4.9,4.93,4.97,5,5,4.86,4.76,0.36
8173136,,,,,,,,,,
8210512,2018-08-14,2019-09-02,4.25,4.25,4,4.25,4.75,4.75,4.25,0.07
8210879,2017-08-20,2017-08-20,4,4,4,4,4,5,4,0.01
8252104,2015-10-24,2023-02-16,4.99,4.97,5,4.99,4.99,4.89,4.97,3.12
8254293,2015-09-08,2018-01-02,4.8,4.89,4.89,4.87,4.89,4.97,4.87,0.67
8255521,,,,,,,,,,
8356680,2016-02-19,2023-03-07,4.89,4.92,4.87,4.93,4.97,4.78,4.84,4.54
8371276,2015-10-14,2023-02-24,4.89,4.91,4.73,4.91,4.93,4.95,4.66,1.09
8423376,2015-10-01,2019-09-24,4.8,4.6,4.8,5,5,5,4.75,0.06
8429321,2019-05-31,2023-03-05,4.97,4.97,4.96,4.95,4.95,4.93,4.9,2.04
8434517,2016-05-01,2023-01-12,4.77,4.81,4.7,4.7,4.83,4.69,4.69,1.06
8470134,2015-10-18,2022-08-27,4.96,4.96,4.85,4.96,4.96,4.88,4.65,0.3
8533639,2016-10-19,2023-03-02,5,5,5,5,5,4.79,4.93,0.19
8541289,2016-01-26,2023-02-10,4.45,4.51,4.36,4.7,4.66,4.85,4.58,1.21
8616836,2016-01-06,2018-11-13,5,5,5,5,5,5,5,0.07
8648704,2016-06-20,2023-03-08,4.81,4.86,4.83,4.79,4.79,4.7,4.78,2.94
8672239,2015-11-18,2023-02-25,4.89,4.91,4.87,4.96,4.99,4.85,4.86,1.59
8685139,2016-03-23,2022-10-25,4.79,4.84,4.85,4.96,4.97,4.74,4.78,1.45
8697713,2018-07-21,2018-10-15,5,5,4.33,5,5,5,5,0.05
8721425,2015-10-25,2023-02-21,4.78,4.88,4.65,4.92,4.92,4.93,4.8,1.2
8736944,2016-03-01,2017-09-15,4.83,4.87,4.83,4.87,4.96,5,4.65,0.28
8743634,2015-12-27,2023-03-05,4.82,4.93,4.83,4.87,4.89,4.87,4.86,3.29
8777498,2015-11-28,2015-11-28,5,5,5,5,5,5,4,0.01
8868498,2016-05-08,2023-03-06,4.92,4.95,4.9,4.99,4.98,4.92,4.85,1.85
8871507,2016-07-10,2019-09-08,4.95,4.95,4.96,4.97,4.96,4.87,4.94,0.98
8900687,2016-08-27,2022-12-31,4.77,5,4.85,5,4.92,4,4.23,0.16
8935357,2016-05-08,2018-08-18,4.95,4.86,4.81,5,5,4.89,4.89,0.26
8941830,2015-12-01,2023-02-05,4.49,4.62,4.48,4.82,4.86,4.88,4.41,2.04
9016662,,,,,,,,,,
9046022,2016-05-16,2023-01-15,4.95,4.92,4.77,4.95,4.97,4.97,4.69,0.47
9074376,2017-08-19,2018-09-02,4.5,4.5,4,5,5,4.5,4.5,0.03
9198515,2016-12-01,2019-09-10,4.93,4.93,4.93,5,5,4.86,4.86,0.38
9201061,2017-03-31,2017-05-27,2,3,1,4,4,3,3,0.03
9237061,2016-05-31,2022-07-22,4.25,4.5,4.25,4.67,4.79,4.96,4.46,0.3
9259030,2015-11-08,2020-09-05,4.7,4.78,4.83,4.91,4.95,4.78,4.85,3.58
9315705,2018-03-09,2022-01-05,5,5,5,5,5,5,5,0.11
9318501,2016-03-26,2018-07-17,4.88,5,4.88,5,5,5,4.88,0.09
9319614,2018-07-15,2018-08-21,4.71,4.86,4.86,5,5,4.57,4.57,0.12
9373403,,,,,,,,,,
9450480,2022-09-06,2022-11-10,4.25,4,5,4,4.5,4.25,4.25,0.63
9490187,2016-01-06,2016-07-31,5,5,5,4.75,4.75,5,4.75,0.05
9515931,2015-12-29,2022-11-05,4.9,4.97,4.95,4.96,4.96,4.86,4.82,0.88
9533778,2016-03-24,2020-01-04,4.72,4.85,4.49,4.87,4.9,4.77,4.77,0.46
9562576,2016-01-02,2022-03-06,4.93,4.88,4.93,4.95,5,4.98,4.79,0.49
9592923,2016-04-29,2023-02-07,4.81,4.76,4.84,4.64,4.84,4.9,4.78,0.98
9615787,2015-12-27,2022-09-26,4.76,4.81,4.74,4.85,4.9,4.96,4.63,2.31
9636681,2015-11-29,2023-03-01,5,5,4.93,5,4.96,4.93,4.85,0.3
9684392,2022-09-28,2023-02-11,5,5,4.67,5,5,5,4.67,0.54
9867831,2021-05-05,2022-09-13,5,4.89,4.67,5,4.89,5,4.78,0.4
9901027,2015-12-30,2022-12-29,4.8,4.79,4.91,4.95,4.93,4.86,4.72,1.88
9901028,2015-12-23,2022-10-06,4.94,4.93,4.9,4.9,4.93,4.94,4.87,0.8
9996147,2016-01-05,2022-09-24,4.5,4.5,4.33,5,5,5,4.5,0.07
10151493,2016-06-16,2023-02-09,4.93,4.87,4.8,4.8,5,4.8,4.73,0.18
10154874,2016-08-18,2019-02-11,4.85,4.88,4.88,4.85,4.98,4.9,4.77,0.51
10193033,2016-03-03,2017-06-09,4.9,4.93,4.76,4.9,5,4.96,4.9,0.39
10231101,2016-04-12,2022-12-18,4.56,4.62,4.62,4.79,4.74,4.92,4.33,0.46
10523480,2016-02-14,2022-08-16,4.88,4.93,4.91,4.95,4.93,4.93,4.81,2.67
10541223,2016-06-10,2023-01-22,4.8,4.88,4.82,4.94,4.95,4.9,4.79,3.16
10569670,2016-12-09,2020-03-16,4.44,4.54,4.38,4.33,4.68,4.81,4.41,1.06
10598712,2016-04-29,2023-01-27,4.95,4.98,4.94,4.92,4.98,4.97,4.75,0.78
10598772,2016-04-03,2022-12-28,4.89,4.97,4.88,4.95,5,4.95,4.93,0.9
10612995,2016-06-19,2019-09-27,4.86,4.95,4.95,4.86,4.77,4.91,4.91,0.28
10618317,2018-01-10,2018-10-01,5,5,5,5,5,4.33,5,0.05
10619943,2016-03-27,2023-02-22,4.94,4.95,4.92,4.94,4.97,4.9,4.82,1.72
10679492,2016-08-03,2016-08-03,5,5,5,5,5,5,5,0.01
10811008,2016-03-10,2020-10-05,4.82,4.85,4.71,4.87,4.98,5,4.84,0.66
10924322,2016-03-09,2023-03-06,4.87,4.88,4.9,4.94,4.99,4.41,4.78,1.6
10939480,2016-08-27,2023-02-22,4.88,4.95,5,4.91,4.96,4.65,4.88,1.04
10946286,2016-03-31,2016-09-08,4.98,4.98,5,4.98,4.98,4.61,4.93,0.48
10964894,2016-04-30,2021-05-31,4.79,4.88,4.61,4.91,4.82,4.97,4.69,0.39
10992078,2016-02-18,2022-09-01,4.74,4.88,4.8,4.89,4.87,4.89,4.84,1.96
11102652,2016-03-30,2018-08-21,4.97,4.9,4.97,4.97,5,4.83,4.87,0.38
11207279,2016-03-09,2021-02-23,4.91,4.86,4.97,5,4.94,5,4.86,0.88
11242550,2016-08-06,2023-01-31,4.84,4.89,4.68,4.86,4.91,4.77,4.75,0.56
11261229,2016-03-30,2023-03-05,4.8,4.9,4.86,4.76,4.6,4.94,4.78,1.4
11344307,2017-05-31,2023-01-01,4.93,5,5,5,5,4.79,4.86,0.2
11355778,2016-05-02,2023-02-22,4.84,4.89,4.83,4.91,4.95,4.9,4.8,0.97
11361362,2016-07-20,2019-09-15,4.61,4.89,4.44,4.94,4.94,4.61,4.72,0.22
11378706,2016-07-04,2018-07-28,4.18,4.55,4.27,4.82,4.91,4.82,4.27,0.13
11393844,2016-06-14,2022-10-22,4.95,4.98,4.98,5,4.98,4.8,4.8,1.58
11401593,2016-04-18,2022-11-28,4.99,4.99,5,4.99,4.99,4.97,4.95,2.02
11441600,2016-02-28,2018-08-24,4.75,4.87,4.68,4.92,4.94,4.91,4.73,0.62
11512985,2016-04-05,2023-02-28,4.93,4.96,4.9,4.97,4.97,4.94,4.86,1.69
11531546,2016-03-26,2020-06-05,4.85,4.88,5,4.88,4.88,4.88,4.55,0.39
11546735,2016-08-23,2022-07-18,5,5,5,5,5,4.75,4.88,0.1
11548616,2016-06-01,2023-03-07,4.92,4.91,4.94,4.96,4.94,4.8,4.92,2.03
11549700,2016-06-24,2023-03-01,5,5,5,4.91,4.91,4.64,4.64,0.13
11550687,2017-07-04,2022-07-04,4.75,4.88,4.88,4.88,4.88,4.75,4.75,0.12
11588321,2016-03-27,2022-09-18,4.91,4.64,4.91,4.86,5,4.95,4.73,0.26
11638140,2016-06-17,2023-02-18,4.97,4.87,4.99,4.96,4.98,4.96,4.83,1.67
11658682,2016-04-16,2023-01-11,4.59,4.81,4.74,4.93,4.93,4.67,4.63,0.33
11677580,2016-03-17,2023-03-03,4.92,4.97,4.97,4.86,4.98,4.95,4.83,1.54
11688698,2016-06-16,2022-06-18,4.71,4.57,4.57,5,5,4.57,4.57,0.09
11722747,2016-04-22,2020-02-13,4.94,5,5,5,5,4.91,4.88,0.42
11851708,2018-04-18,2023-03-12,4.84,4.9,4.73,4.97,4.98,4.93,4.87,2.31
11868866,2016-03-26,2023-02-20,4.59,4.71,4.37,4.82,4.87,4.97,4.57,2.25
11922799,2016-08-26,2023-01-05,4.79,4.83,4.74,4.79,4.98,4.93,4.67,0.53
11941603,2016-05-04,2020-03-19,4.95,4.93,4.96,4.96,4.95,4.97,4.89,2.29
11950920,2016-06-02,2023-02-12,4.92,4.87,4.95,5,5,4.93,4.85,2.29
12020603,2022-08-30,2023-02-25,4.94,4.94,4.94,5,5,4.72,4.78,2.74
12044153,2016-04-06,2022-07-31,4.53,4.66,4.81,4.78,4.84,4.84,4.56,0.39
12083773,2016-04-17,2022-09-01,4.89,4.86,4.86,4.96,4.98,4.96,4.79,0.68
12156919,2016-04-18,2022-12-20,4.93,5,4.87,5,4.93,4.93,4.87,0.18
12157772,2016-05-17,2019-10-11,4.79,4.95,4.95,4.96,4.94,4.72,4.86,1.35
12209150,2016-10-29,2021-11-13,4.95,4.95,4.86,5,5,4.98,4.86,0.76
12210228,2017-11-13,2022-11-21,4.79,4.9,4.75,4.9,4.92,4.94,4.76,0.97
12211949,2016-04-17,2023-03-08,4.88,4.95,4.96,4.87,4.95,4.93,4.85,0.89
12213507,2016-05-02,2023-01-03,4.89,4.92,4.87,4.97,4.97,4.97,4.74,0.45
12245225,2016-05-09,2022-09-30,4.77,4.84,4.67,4.9,4.88,4.96,4.65,0.66
12274044,2017-01-14,2017-09-22,4.5,5,4.5,4,4.25,4.75,4.5,0.07
12285968,2022-11-12,2023-03-04,4.79,4.83,4.79,4.92,5,4.88,4.71,5.85
12294424,2016-07-18,2022-12-16,4.95,5,5,5,4.86,4.9,4.86,0.26
12304783,2018-09-17,2023-03-11,4.94,4.93,4.94,4.95,4.94,4.74,4.85,3.05
12309772,2016-04-20,2023-03-12,4.64,4.82,4.83,4.72,4.85,4.96,4.57,2.18
12313584,,,,,,,,,,
12321367,2017-02-05,2018-07-30,4.86,4.93,4.57,4.93,5,4.79,4.86,0.22
12336968,2016-05-26,2022-08-04,4.89,4.91,4.89,4.94,5,4.84,4.74,0.65
12345888,2016-04-17,2022-09-05,4.88,4.88,4.9,4.92,4.96,4.75,4.8,1.12
12391067,2016-06-16,2022-09-18,5,5,4.95,5,5,5,4.85,0.4
12423800,2016-05-07,2022-08-27,4.86,4.97,4.96,4.99,4.97,4.84,4.78,1.07
12449836,2019-07-01,2020-02-16,4.85,5,4.85,5,5,4.92,4.77,0.29
12488607,2016-08-03,2019-09-23,4.94,4.94,4.72,5,5,4.72,4.89,0.46
12490989,2022-05-16,2022-08-15,4.83,4.83,4.5,5,4.83,5,4.83,0.59
12500432,2017-09-24,2023-01-02,4.67,4.82,4.85,4.88,4.83,4.57,4.77,0.9
12511561,2016-05-21,2016-09-01,4.5,4.75,4.5,5,5,5,4.75,0.05
12520418,,,,,,,,,,
12522460,2016-05-30,2022-07-21,4.94,4.92,4.95,4.97,4.97,4.9,4.89,0.75
12522873,2016-05-03,2018-08-27,4.67,4.56,4.67,5,5,5,4.89,0.11
12542874,2016-06-11,2022-08-26,4.97,5,4.9,5,4.93,4.79,4.83,0.36
12561247,2016-06-16,2022-11-27,4.94,4.96,4.97,4.9,4.96,4.95,4.82,2.36
12603779,2016-06-20,2017-11-22,4.7,4.6,4.8,5,5,5,4.8,0.13
12604369,2016-07-01,2023-03-05,4.85,4.92,4.94,4.95,4.93,4.95,4.78,4.52
12606189,2016-07-04,2023-02-05,4.86,4.88,4.95,4.95,5,4.98,4.65,0.53
12608756,2016-07-16,2022-10-10,4.82,4.9,4.87,4.94,4.94,4.94,4.87,1.32
12611121,2016-05-10,2022-10-10,4.76,4.83,4.84,4.91,4.92,4.77,4.74,0.9
12736445,2016-05-15,2020-09-01,4.92,4.93,4.87,4.97,4.98,4.97,4.87,1.39
12754577,,,,,,,,,,
12762068,2016-08-08,2023-02-20,4.61,4.61,4.66,4.77,4.77,4.86,4.66,0.55
12791718,2016-06-09,2019-01-21,4.25,4.46,4.12,4.9,4.73,4.48,4.4,0.64
12798674,2016-06-07,2023-01-03,4.92,4.95,4.96,4.98,4.96,4.92,4.75,1.24
12815958,2016-07-01,2023-01-04,4.74,4.83,4.83,4.87,4.93,4.84,4.67,0.93
12829633,2016-08-16,2022-06-13,4.78,4.78,4.56,4.89,4.89,4.78,4.67,0.12
12853613,2016-06-16,2023-02-20,4.69,4.77,4.73,4.62,4.61,4.68,4.54,2.89
12952602,2016-05-31,2019-08-23,4.85,4.85,5,5,5,4.82,4.82,0.17
12952787,2016-07-27,2016-07-27,4,5,4,5,5,5,5,0.01
13000591,2016-07-14,2023-01-07,4.83,4.93,5,4.98,4.96,4.7,4.7,0.58
13007169,2019-01-17,2019-02-24,5,5,4.5,5,4.5,5,4.5,0.08
13021044,,,,,,,,,,
13035303,2016-06-12,2018-10-28,4.9,4.95,5,4.98,4.95,4.93,4.93,0.5
13062709,,,,,,,,,,
13065799,2016-06-14,2018-05-31,4.94,5,4.81,5,5,5,4.81,0.19
13093588,2016-11-25,2022-12-07,4.95,5,4.95,5,5,5,4.63,0.29
